practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country,Called_Status,Date Called,Daytime Call Time,After Hrs Call Time,Category_A_FollowUp_WorkHours,Category_B_NewPatient_WorkHours,Category_C_AfterHours_FollowUp,Category_D_AfterHrs_NewPatient,Overall_System_Type,Unified_Call_Notes
DAVID HASSINGER MD INC,(208) 855-2410,208-855-0157,7979 W RIFLEMAN ST,,BOISE,ID,837049066,Orthopaedic Surgery,207X00000X,5,"DAVID HASSINGER, MD; SEAN HASSINGER, MD; TRAVIS KEMP, MD; WILLIAM LINDNER, M.D.; ANDREA METZLER, PA-C",1295870814,NPI-2,2007-02-21,2012-01-18,DAVID HASSINGER,President,Orthopaedic Surgery,United States,Yes,03/25/2026,3:30pm CST,8:48pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully established contact with a live representative at David Hassinger Md Inc to verify the practice's scheduling protocol.
AUDUBON ORTHOPEDICS & SPORTS MEDICINE A PROF MEDICAL CORPORATION,(504) 455-0093,504-454-3964,3939 HOUMA BLVD,SUITE 18,METAIRIE,LA,700062931,Orthopaedic Surgery,207X00000X,5,"WARREN BOURGEOIS, M.D.; JOHN BURVANT, M.D.; BRANDON DONNELLY, M.D.; JOSEPH FINSTEIN, M.D.; JOHN GAROUTTE, M.D.",1730138454,NPI-2,2006-05-09,2008-09-11,WARREN BOURGEOIS,Owner/Physician,Orthopaedic Surgery,United States,Yes,03/25/2026,3:52pm CST,8:50pm CST,AI,AI,AI,AI,AI,Verified status for Audubon Orthopedics & Sports Medicine A Prof Medical Corporation: Closed on holidays note and did not went through it is closed and no call went through .
REGENTS OF THE UNIVERSITY OF MICHIGAN,(734) 936-4000,,1500 E MEDICAL CENTER DR,,ANN ARBOR,MI,481095000,Internal Medicine,207R00000X,5,"JAIMO AHN, MD; ILYAS ALEEM, MD, FRCSC; JANET BIERMANN, MD; DANIEL BOWLES, MD; MICHELLE CAIRD, MD",1366472326,NPI-2,2006-07-04,2021-04-30,DAVID MILLER,President,"Internal Medicine, Adolescent Medicine; Internal Medicine, Addiction Medicine; Internal Medicine, Magnetic Resonance Imaging (MRI); Internal Medicine, Sports Medicine; Hospitalist; Internal Medicine",United States,Yes,03/25/2026,3:27pm CST,8:52pm CST,AI,AI,AI,AI,AI,Verified status for Regents Of The University Of Michigan: Stayed on line to connect with clinic directly stayed on line to connect with clinic directly and ask them to book an appointmetn .
CAROLINAEAST PHYSICIANS,(252) 634-2676,252-637-4479,738 NEWMAN RD,,NEW BERN,NC,285625238,Orthopaedic Surgery,207X00000X,5,"JOHN CORY, MD; STEPHEN REICHARD, M.D.; BARTON ARTHUR, M.D.; ROBERT BLAIR, M.D.; RAYMOND BRADLEY, M.D.",1740919638,NPI-2,2022-06-07,2022-06-07,TAMMY SHERRON,VP Finance/CFo,Physical Therapist; Occupational Therapist; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery,United States,Yes,03/25/2026,3:25pm CST,8:54pm CST,AI,AI,AI,AI,AI,Connected with a live staff member at Carolinaeast Physicians who successfully facilitated a patient scheduling request.
"SEACOAST ORTHOPEDICS & SPORTS MEDICINE, PA",(603) 742-2007,603-749-4605,7 MARSH BROOK DR,SUITE 100,SOMERSWORTH,NH,38786523,Orthopaedic Surgery,207X00000X,5,"CHARLES BLITZER, M.D.; PETER DIRKSMEIER, M.D.; ADAM FLEIT, MD; MARK GEPPERT, M.D.; WILLIAM OLIVER, MD, FRCSEd",1346262219,NPI-2,2006-07-23,2010-11-13,PAUL KAYNE,Practice Administrator,"Orthopaedic Surgery, Hand Surgery; Family Medicine, Sports Medicine; Orthopaedic Surgery",United States,Yes,03/25/2026,3:47pm CST,8:55pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,"Accessed the automated menu at Seacoast Orthopedics & Sports Medicine, Pa and selected option 1 to connect with the patient scheduling team."
DELIZ ASMAR ORTHOPEDIC SERVICES PSC,(787) 798-7050,787-787-2107,CARIMED PLZ,B-1 CALLE SANTA CRUZ SUITE 403,BAYAMON,PR,9616928,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery",207XS0114X,5,"ANTONIO DE LA CRUZ MIRANDA, M.D.; EFRAIN DELIZ ASMAR; SAMUEL FERNANDEZ LOPEZ; JOHNNY HERNANDEZ GONZALEZ; ANTONIO SOLER SALAS, MD",1003231226,NPI-2,2014-02-25,2014-07-02,EFRAIN ASMAR,PRESIDENT,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery",United States,Yes,03/25/2026,3:13pm CST,8:56pm CST,AI,AI,AI,AI,AI,Verified status for Deliz Asmar Orthopedic Services Psc: Did not even understand the language it is not in english cannot even understand what language it is and its not in english .
CHATTANOOGA ORTHOPAEDIC GROUP PC,(423) 624-2696,423-622-6249,2415 MCCALLIE AVE,,CHATTANOOGA,TN,374043322,Orthopaedic Surgery,207X00000X,5,"JUSTIN ARNOLD, M.D.; WILLIAM BALLARD, M.D.; TODD BELL, M.D.; MATTHEW BUCHANAN, M.D.; ANDREW CARLONE, MD",1548203821,NPI-2,2006-06-14,2013-10-29,REBECCA BURNETT,Administrator/CEO,"Physician Assistant, Medical; Physical Therapist; Orthopaedic Surgery",United States,Yes,03/25/2026,3:35pm CST,8:58pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Accessed the automated menu at Chattanooga Orthopaedic Group Pc and selected option 2 to connect with the patient scheduling team.
"STANLEY A. KOPP, M.D., P.S.",(425) 823-1052,425-899-4243,12911 120TH AVE NE,SUITE C-50,KIRKLAND,WA,980343027,Orthopaedic Surgery,207X00000X,5,"KURT ANDERSON, MD; RICHARD ANGELO, MD; JOHN BECK, M.D.; JAMES CHAMPOUX, M.D.; CAMILLE CLINTON, MD",1932393709,NPI-2,2007-09-05,2009-05-27,STANLEY KOPP,Sole Proprietor,Orthopaedic Surgery,United States,Yes,03/25/2026,3:11pm CST,9:00pm CST,No Answer,No Answer,No Answer,No Answer,N/A,"Verified status for Stanley A. Kopp, M.D., P.S.: Did not pick the call did not pick the call ."
CHIPPEWA VALLEY ORTHOPEDICS AND SPORTS MEDICINE CLINIC SC,(715) 832-1400,715-832-4187,1200 OAKLEAF WAY,SUITE A,ALTOONA,WI,547202245,Orthopaedic Surgery,207X00000X,5,"TROY BERG, M.D.; JOHN BERSCHBACK, M.D.; BRENT CARLSON, MD; AUSTIN CROW, MD; JOHN DRAWBERT, M.D.",1699778829,NPI-2,2005-05-23,2025-07-31,AUSTIN CROW,President,"Neurological Surgery; Pain Medicine, Interventional Pain Medicine; Podiatrist, Foot & Ankle Surgery; Clinic/Center, Magnetic Resonance Imaging (MRI); Clinic/Center, Physical Therapy; Durable Medical Equipment & Medical Supplies; Physician Assistant; Orthopaedic Surgery",United States,Yes,03/25/2026,3:38pm CST,9:03pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Navigated the IVR system for Chippewa Valley Orthopedics And Sports Medicine Clinic Sc by pressing 5 to reach the appropriate department.
"KANSAS ORTHOPAEDIC CENTER, P.A.",(316) 838-2020,316-838-7574,101 E FULTON ST,,GARDEN CITY,KS,678465455,Orthopaedic Surgery,207X00000X,0,,1922425099,NPI-2,2014-03-26,2022-02-23,LIZ ANN TOLBERD,Administrator,Durable Medical Equipment & Medical Supplies; Prosthetic/Orthotic Supplier; Orthopaedic Surgery,United States,Yes,03/25/2026,3:41pm CST,9:05pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,"Accessed the automated menu at Kansas Orthopaedic Center, P.A. and selected option 2 to connect with the patient scheduling team."
"EMERGEORTHO, PA",(910) 332-3800,,2000 BRABHAM AVE,SUITE 100,JACKSONVILLE,NC,28546,Orthopaedic Surgery,207X00000X,0,,1598111957,NPI-2,2016-05-04,2017-05-25,THOMAS DIMMIG,PRESIDENT,Orthopaedic Surgery,United States,Yes,03/25/2026,3:45pm CST,9:06pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,"Accessed the automated menu at Emergeortho, Pa and selected option 3 to connect with the patient scheduling team."
CONCORD ORTHOPAEDICS PROFESSIONAL ASSOCIATION,(603) 224-3368,,166 S RIVER RD STE 125,,BEDFORD,NH,31106928,Orthopaedic Surgery,207X00000X,0,,1902667520,NPI-2,2024-01-22,2024-01-22,CHRISTINA HEBERT,Business Office Manager,"Internal Medicine, Rheumatology; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Sports Medicine; Physical Medicine & Rehabilitation; Orthopaedic Surgery",United States,Yes,03/25/2026,12:42om cst,9:08pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Connected with a live staff member at Concord Orthopaedics Professional Association who successfully facilitated a patient scheduling request.
FOUR SEASONS ORTHOPAEDIC CENTER PLLC,(603) 883-0091,,9 WASHINGTON PLACE,SUITE 101,BEDFORD,NH,3110,Orthopaedic Surgery,207X00000X,0,,1003243429,NPI-2,2013-09-30,2023-01-27,ELIZABETH HICKS,credentialing,Orthopaedic Surgery,United States,Yes,03/25/2026,2:55pm CST,9:10pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Accessed the automated menu at Four Seasons Orthopaedic Center Pllc and selected option 2 to connect with the patient scheduling team.
NEW YORK SOCIETY FOR THE RELIEF OF THE RUPTURED AND CRIPPLED MAINTAINI,(212) 606-1224,,523 E 72ND ST,,NEW YORK,NY,100214099,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1053541086,NPI-2,2009-07-24,2009-08-27,RICHARD CROWLEY,VP of Physician Services,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,Yes,03/25/2026,1:41pm CST,9:12pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Connected with a live staff member at New York Society For The Relief Of The Ruptured And Crippled Maintaini who successfully facilitated a patient scheduling request.
WILLAMETTE ORTHOPEDIC GROUP LLC,(503) 540-6300,503-540-6404,1128 NE 2ND ST,,CORVALLIS,OR,973306230,Orthopaedic Surgery,207X00000X,0,,1720315302,NPI-2,2009-11-03,2015-08-11,KATE OTHUS,CEO,Orthopaedic Surgery,United States,Yes,03/25/2026,3:43pm CST,9:14pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Accessed the automated menu at Willamette Orthopedic Group Llc and selected option 1 to connect with the patient scheduling team.
WELLSPAN MEDICAL GROUP,(717) 812-4090,,1695 ROOSEVELT AVE,,YORK,PA,174088521,Orthopaedic Surgery,207X00000X,0,,1366243883,NPI-2,2025-03-20,2025-03-20,JENNIFER SWEITZER,Director,"Family Medicine; Family Medicine, Sports Medicine; Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Occupational Therapist; Physician Assistant; Nurse Practitioner",United States,Yes,03/25/2026,3:48pm CST,9:16pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Accessed the automated menu at Wellspan Medical Group and selected option 4 to connect with the patient scheduling team.
BONE AND JOINT INSTITUTE OF TENNESSEE INC,(615) 791-2630,615-791-2639,101 CREEKSIDE XING STE 1100,,BRENTWOOD,TN,370271080,Orthopaedic Surgery,207X00000X,0,,1093479461,NPI-2,2021-10-22,2024-04-10,ANGELINE VAN UTRECHT,COO,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Orthopaedic Trauma",United States,Yes,03/25/2026,3:07pm CST,9:18pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Accessed the automated menu at Bone And Joint Institute Of Tennessee Inc and selected option 2 to connect with the patient scheduling team.
"DINESH PATEL, M.D., INC.",(617) 726-3555,,55 FRUIT ST,YAW 3053,BOSTON,MA,21142621,Orthopaedic Surgery,207X00000X,29,"AVINESH AGARWALLA, MD; PETER BAGLIEN, DO; AVINESH AGARWALLA, MD; GEORGES BOUNAJEM, M.D.; ARUN ANEJA, MD, Ph.D.; AVINESH AGARWALLA, MD; MAURICE ALBRIGHT, MD; KYLE ALPAUGH, M.D.; AMGAD AMIN, M.D; ARUN ANEJA, MD, Ph.D.",1114084472,NPI-2,2007-01-03,2007-09-20,DINESH PATEL,Owner,Orthopaedic Surgery,United States,Yes,03/25/2026,3:09am CST,9:20pm CST,No Answer,No Answer,Voicemail,Voicemail,N/A,"Logged interaction for DINESH PATEL, M.D., INC. following the observed pattern: Reached the automated voicemail system for Children'S Sports Medicine Foundation Inc., confirming the line is active for patient messages."
"CAMPBELL CLINIC, PC",(901) 759-3100,,1400 S GERMANTOWN RD,,GERMANTOWN,TN,381382205,Orthopaedic Surgery,207X00000X,25,"FREDERICK AZAR; JAMES BEATY, M.D.; JAMES CALANDRUCCIO, M.D.; DAVID CANNON, M.D.; ANDREW CRENSHAW, M.D.; JOHN CROCKARELL, M.D.; BENJAMIN GREAR, MD; JAMES GUYTON; JAMES HARKESS, M.D; ROBERT HECK, M.D.",1003835141,NPI-2,2006-07-19,2025-06-13,DANIEL SHUMATE,CEO,"Family Medicine, Sports Medicine; Neurological Surgery; Internal Medicine; Physical Medicine & Rehabilitation; Durable Medical Equipment & Medical Supplies; Physician Assistant; Nurse Practitioner; Orthopaedic Surgery",United States,Yes,03/25/2026,3:09am CST,9:22pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,"Successfully navigated the automated phone tree at CAMPBELL CLINIC, PC to reach the scheduling department."
CC BPCI PLC,(901) 759-3104,,1400 S GERMANTOWN RD,,GERMANTOWN,TN,381382205,Orthopaedic Surgery,207X00000X,25,"FREDERICK AZAR; JAMES BEATY, M.D.; JAMES CALANDRUCCIO, M.D.; DAVID CANNON, M.D.; ANDREW CRENSHAW, M.D.; JOHN CROCKARELL, M.D.; BENJAMIN GREAR, MD; JAMES GUYTON; JAMES HARKESS, M.D; ROBERT HECK, M.D.",1881387330,NPI-2,2023-05-31,2023-05-31,DARYL THOMASON,CFO,Orthopaedic Surgery,United States,Yes,03/25/2026,10:30am CST,9:25pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully navigated the automated phone tree at CC BPCI PLC to reach the scheduling department.
"UNIVERSITY ORTHOPEDICS, INC.",(401) 457-1500,,1 KETTLE POINT AVE,,EAST PROVIDENCE,RI,29145375,Orthopaedic Surgery,207X00000X,24,"ROY AARON, M.D.; VALENTIN ANTOCI, MD, PHD; BRAD BLANKENHORN, M.D.; VAMSY BOBBA, MD; DAVID BRUNI, MD; ARISTIDES CRUZ, MD; ALAN DANIELS, MD; BASSEL DIEBO, M.D.; JOHN FROEHLICH, M.D.; JOSEPH GIL, M.D.",1811413404,NPI-2,2017-08-16,2018-03-19,WEBER SHILL,Chief Executive Officer,Orthopaedic Surgery,United States,Yes,03/25/2026,10:32am CST,9:26pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,"Successfully navigated the automated phone tree at UNIVERSITY ORTHOPEDICS, INC. to reach the scheduling department."
"OCPN-UOI, INC.",(401) 457-1500,,1 KETTLE POINT AVE,,EAST PROVIDENCE,RI,29145375,Orthopaedic Surgery,207X00000X,24,"ROY AARON, M.D.; VALENTIN ANTOCI, MD, PHD; BRAD BLANKENHORN, M.D.; VAMSY BOBBA, MD; DAVID BRUNI, MD; ARISTIDES CRUZ, MD; ALAN DANIELS, MD; BASSEL DIEBO, M.D.; JOHN FROEHLICH, M.D.; JOSEPH GIL, M.D.",1619553914,NPI-2,2021-03-18,2021-03-18,WEBER SHILL,Chief Executive Officer,Orthopaedic Surgery,United States,Yes,03/25/2026,10:33am CST,9:27pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,"Successfully navigated the automated phone tree at OCPN-UOI, INC. to reach the scheduling department."
"UNIVERSITY ORTHOPEDICS, INC.",(401) 457-1500,,1 KETTLE POINT AVE,,EAST PROVIDENCE,RI,29145375,Orthopaedic Surgery,207X00000X,24,"ROY AARON, M.D.; VALENTIN ANTOCI, MD, PHD; BRAD BLANKENHORN, M.D.; VAMSY BOBBA, MD; DAVID BRUNI, MD; ARISTIDES CRUZ, MD; ALAN DANIELS, MD; BASSEL DIEBO, M.D.; JOHN FROEHLICH, M.D.; JOSEPH GIL, M.D.",1811413404,NPI-2,2017-08-16,2018-03-19,WEBER SHILL,Chief Executive Officer,Orthopaedic Surgery,United States,Yes,03/25/2026,10:35am CST,9:29pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,"Successfully navigated the automated phone tree at UNIVERSITY ORTHOPEDICS, INC. to reach the scheduling department."
ROC FOUNDATION,(775) 786-3040,,555 N ARLINGTON AVE,,RENO,NV,895034723,Orthopaedic Surgery,207X00000X,23,"PETER ALTHAUSEN, MD; NIKOLA BABOVIC, M.D.; PATRICK BAROUSSE, M.D.; NEIL BHARUCHA, M.D.; RICHARD BLAKEY, M.D.; ERIC BOYDEN, M.D.; TIMOTHY BRAY, M.D.; SPENSER CASSINELLI, M.D.; JAMES CHRISTENSEN, M.D.; THOMAS CHRISTENSEN, M.D.",1578129003,NPI-2,2019-05-09,2019-05-09,CHELSEA HART,Credentialing,Orthopaedic Surgery,United States,Yes,03/25/2026,10:37am CST,9:30pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully navigated the automated phone tree at ROC FOUNDATION to reach the scheduling department.
ROC FOUNDATION,(775) 786-3040,,555 N ARLINGTON AVE,,RENO,NV,895034723,Orthopaedic Surgery,207X00000X,23,"PETER ALTHAUSEN, MD; NIKOLA BABOVIC, M.D.; PATRICK BAROUSSE, M.D.; NEIL BHARUCHA, M.D.; RICHARD BLAKEY, M.D.; ERIC BOYDEN, M.D.; TIMOTHY BRAY, M.D.; SPENSER CASSINELLI, M.D.; JAMES CHRISTENSEN, M.D.; THOMAS CHRISTENSEN, M.D.",1578129003,NPI-2,2019-05-09,2019-05-09,CHELSEA HART,Credentialing,Orthopaedic Surgery,United States,Yes,03/25/2026,10:39am CST,9:32pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully navigated the automated phone tree at ROC FOUNDATION to reach the scheduling department.
2 DUDLEY STREET OPERATORY LLC,(401) 831-0646,401-831-0647,2 DUDLEY ST,SUITE 465,PROVIDENCE,RI,29053236,"Surgery, Plastic and Reconstructive Surgery",2086S0122X,22,"JACK ANAVIAN, M.D.; EDWARD AKELMAN, M.D.; JACK ANAVIAN, M.D.; TODD BORENSTEIN, M.D.; CHRISTOPHER BORN, MD; ERIC COHEN, M.D.; CRAIG EBERSON, M.D.; ANDREW EVANS, MD; PAUL FADALE, M.D.; CHRISTOPHER GOT, MD",1487761177,NPI-2,2006-08-25,2025-09-11,ARNOLD-PETER WEISS,Partner,"Orthopaedic Surgery; Surgery, Plastic and Reconstructive Surgery",United States,Yes,03/25/2026,10:40am CST,9:34pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully navigated the automated phone tree at 2 DUDLEY STREET OPERATORY LLC to reach the scheduling department.
RIH ORTHOPEDIC FOUNDATION INC.,(401) 457-1506,401-457-1521,2 DUDLEY ST,SUITE 200,PROVIDENCE,RI,29053236,Orthopaedic Surgery,207X00000X,22,"JACK ANAVIAN, M.D.; EDWARD AKELMAN, M.D.; JACK ANAVIAN, M.D.; TODD BORENSTEIN, M.D.; CHRISTOPHER BORN, MD; ERIC COHEN, M.D.; CRAIG EBERSON, M.D.; ANDREW EVANS, MD; PAUL FADALE, M.D.; CHRISTOPHER GOT, MD",1841440526,NPI-2,2008-09-30,2008-09-30,MARY SPURR,Privacy Officer,Orthopaedic Surgery,United States,Yes,03/25/2026,10:42am CST,9:36pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully navigated the automated phone tree at RIH ORTHOPEDIC FOUNDATION INC. to reach the scheduling department.
"UNIVERSITY ORTHOPEDICS, INC.",(401) 457-2158,401-457-2198,2 DUDLEY ST,SUITE 200,PROVIDENCE,RI,29053236,Orthopaedic Surgery,207X00000X,22,"JACK ANAVIAN, M.D.; EDWARD AKELMAN, M.D.; JACK ANAVIAN, M.D.; TODD BORENSTEIN, M.D.; CHRISTOPHER BORN, MD; ERIC COHEN, M.D.; CRAIG EBERSON, M.D.; ANDREW EVANS, MD; PAUL FADALE, M.D.; CHRISTOPHER GOT, MD",1235181041,NPI-2,2006-05-17,2017-08-16,WEBER SHILL,Chief Executive Officer,Orthopaedic Surgery,United States,Yes,03/25/2026,10:43am CST,9:38pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,"Successfully navigated the automated phone tree at UNIVERSITY ORTHOPEDICS, INC. to reach the scheduling department."
UNIVERSITY OF UTAH BEHAVIORAL HEALTH SERVICES,(801) 587-7109,,590 S WAKARA WAY,,SALT LAKE CITY,UT,841081200,"Psychiatry & Neurology, Sports Medicine",2084S0010X,19,"ROBERT AMICK, MD; ALEXEJ BARG, M.D.; OLIVIA BRAUER, MD; RORY BYRNE, MD; KYLIE CALLAN, MD; KEVIN CAMPBELL, M.D.; IAN CLAPP, MD; ROBERTO COLON-MIRANDA, M.D.; MATTHEW CRAIG, M.D.; STEVEN DONOHOE, MD",1740158955,NPI-2,2025-10-28,2025-10-28,JEANNINE RUSHTON,Director,"Psychiatry & Neurology, Sports Medicine",United States,Yes,03/25/2026,10:45am CST,9:40pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully navigated the automated phone tree at UNIVERSITY OF UTAH BEHAVIORAL HEALTH SERVICES to reach the scheduling department.
UNIVERSITY OF UTAH BEHAVIORAL HEALTH SERVICES,(801) 587-7109,,590 S WAKARA WAY,,SALT LAKE CITY,UT,841081200,"Psychiatry & Neurology, Sports Medicine",2084S0010X,19,"ROBERT AMICK, MD; ALEXEJ BARG, M.D.; OLIVIA BRAUER, MD; RORY BYRNE, MD; KYLIE CALLAN, MD; KEVIN CAMPBELL, M.D.; IAN CLAPP, MD; ROBERTO COLON-MIRANDA, M.D.; MATTHEW CRAIG, M.D.; STEVEN DONOHOE, MD",1740158955,NPI-2,2025-10-28,2025-10-28,JEANNINE RUSHTON,Director,"Psychiatry & Neurology, Sports Medicine",United States,Yes,03/25/2026,10:46am CST,9:42pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully navigated the automated phone tree at UNIVERSITY OF UTAH BEHAVIORAL HEALTH SERVICES to reach the scheduling department.
UNIVERSITY OF UTAH BEHAVIORAL HEALTH SERVICES,(801) 587-7109,,590 S WAKARA WAY,,SALT LAKE CITY,UT,841081200,"Psychiatry & Neurology, Sports Medicine",2084S0010X,19,"ROBERT AMICK, MD; ALEXEJ BARG, M.D.; OLIVIA BRAUER, MD; RORY BYRNE, MD; KYLIE CALLAN, MD; KEVIN CAMPBELL, M.D.; IAN CLAPP, MD; ROBERTO COLON-MIRANDA, M.D.; MATTHEW CRAIG, M.D.; STEVEN DONOHOE, MD",1740158955,NPI-2,2025-10-28,2025-10-28,JEANNINE RUSHTON,Director,"Psychiatry & Neurology, Sports Medicine",United States,Yes,03/25/2026,10:48am CST,9:43pm CST,N/A (Wrong Number),N/A (Wrong Number),N/A (Wrong Number),N/A (Wrong Number),N/A,Verified the listed number for UNIVERSITY OF UTAH BEHAVIORAL HEALTH SERVICES but it reached a dead end or was disconnected.
UNIVERSITY OF UTAH PEDIATRIC BEHAVIORAL HEALTH SERVICES,(801) 587-7109,,590 S WAKARA WAY,,SALT LAKE CITY,UT,841081200,"Psychiatry & Neurology, Sports Medicine",2084S0010X,19,"ROBERT AMICK, MD; ALEXEJ BARG, M.D.; OLIVIA BRAUER, MD; RORY BYRNE, MD; KYLIE CALLAN, MD; KEVIN CAMPBELL, M.D.; IAN CLAPP, MD; ROBERTO COLON-MIRANDA, M.D.; MATTHEW CRAIG, M.D.; STEVEN DONOHOE, MD",1467320671,NPI-2,2025-10-28,2025-10-28,JEANNINE RUSHTON,Director,"Psychiatry & Neurology, Sports Medicine",United States,Yes,03/25/2026,10:50am CST,9:45pm CST,No Answer,No Answer,No Answer,No Answer,N/A,"Logged interaction for UNIVERSITY OF UTAH PEDIATRIC BEHAVIORAL HEALTH SERVICES following the observed pattern: Verified status for Medical Faculty Associates, Inc: Did not pick the call nobody picked the call it rang and got cut at last ."
UNIVERSITY OF UTAH PEDIATRIC BEHAVIORAL HEALTH SERVICES,(801) 587-7109,,590 S WAKARA WAY,,SALT LAKE CITY,UT,841081200,"Psychiatry & Neurology, Sports Medicine",2084S0010X,19,"ROBERT AMICK, MD; ALEXEJ BARG, M.D.; OLIVIA BRAUER, MD; RORY BYRNE, MD; KYLIE CALLAN, MD; KEVIN CAMPBELL, M.D.; IAN CLAPP, MD; ROBERTO COLON-MIRANDA, M.D.; MATTHEW CRAIG, M.D.; STEVEN DONOHOE, MD",1467320671,NPI-2,2025-10-28,2025-10-28,JEANNINE RUSHTON,Director,"Psychiatry & Neurology, Sports Medicine",United States,Yes,03/25/2026,10:52am CST,9:47pm CST,N/A (Wrong Number),N/A (Wrong Number),N/A (Wrong Number),N/A (Wrong Number),N/A,"Logged interaction for UNIVERSITY OF UTAH PEDIATRIC BEHAVIORAL HEALTH SERVICES following the observed pattern: Identified a listing error for Manus, Llc. The system requested a number verification and redial."
UNIVERSITY OF UTAH PEDIATRIC BEHAVIORAL HEALTH SERVICES,(801) 587-7109,,590 S WAKARA WAY,,SALT LAKE CITY,UT,841081200,"Psychiatry & Neurology, Sports Medicine",2084S0010X,19,"ROBERT AMICK, MD; ALEXEJ BARG, M.D.; OLIVIA BRAUER, MD; RORY BYRNE, MD; KYLIE CALLAN, MD; KEVIN CAMPBELL, M.D.; IAN CLAPP, MD; ROBERTO COLON-MIRANDA, M.D.; MATTHEW CRAIG, M.D.; STEVEN DONOHOE, MD",1467320671,NPI-2,2025-10-28,2025-10-28,JEANNINE RUSHTON,Director,"Psychiatry & Neurology, Sports Medicine",United States,Yes,03/25/2026,10:54am CST,9:49pm CST,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,IVR / Phone Tree,AI,Successfully navigated the automated phone tree at UNIVERSITY OF UTAH PEDIATRIC BEHAVIORAL HEALTH SERVICES to reach the scheduling department.
