practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country
BOYETT ORTHOSPINE INC,(256) 233-2332,256-216-3579,15243 GREENFIELD DR,SUITE A,ATHENS,AL,356132899,Orthopaedic Surgery,207X00000X,0,,1376096404,NPI-2,2016-07-25,2016-07-25,JOHN BOYETT,Owner,Orthopaedic Surgery,United States
OBRIEN ORTHOPEDIC PC,(256) 757-2550,256-757-5552,6490 HIGHWAY 72,,ATHENS,AL,35645,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1871713032,NPI-2,2007-04-27,2020-08-22,JAMES OBRIEN,PRESIDENT,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
"ORTHOPEDIC SURGERY SPECIALISTS, INC.",(256) 233-2332,256-216-3579,15243 GREENFIELD DR,SUITE A,ATHENS,AL,356132899,Orthopaedic Surgery,207X00000X,0,,1952577892,NPI-2,2008-04-30,2012-01-17,JOSEPH BOYETT,CEO,Orthopaedic Surgery,United States
"PREMIER ORTHOSPORTS, INC.",(256) 233-2332,256-216-3579,15243 GREENFIELD DR,,ATHENS,AL,356132899,Orthopaedic Surgery,207X00000X,0,,1679857106,NPI-2,2011-10-03,2011-10-03,WILLIAM LAWRENCE,President,Orthopaedic Surgery,United States
"AUBURN ORTHOPAEDIC CENTER, LLC",(334) 826-9800,334-826-3441,1800 LAKESIDE CIR,,AUBURN,AL,368302842,Orthopaedic Surgery,207X00000X,0,,1669419081,NPI-2,2006-06-02,2010-06-22,BILLY NEW,Administrator,Orthopaedic Surgery,United States
THE ORTHOPAEDIC CLINIC P.C.,(334) 826-9800,334-501-2293,1800 LAKESIDE CIR,,AUBURN,AL,368302842,Orthopaedic Surgery,207X00000X,0,,1578610952,NPI-2,2007-01-05,2013-09-24,JAMES WHATLEY,President,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Clinic/Center, Medical Specialty; Orthopaedic Surgery",United States
"BAYSIDE ORTHOPAEDIC & REHABILITATION CENTER, P.C.",(251) 928-2401,251-928-5099,1815 HAND AVE,,BAY MINETTE,AL,365074110,Orthopaedic Surgery,207X00000X,0,,1962783472,NPI-2,2011-08-30,2019-01-29,RACHEL ELLIS,Office Manager,Physical Medicine & Rehabilitation; Orthopaedic Surgery,United States
GAYLON R ROGERS MD PC,(205) 481-7795,205-481-7794,985 9TH AVE SW,SUITE 306 POB,BESSEMER,AL,350224500,Orthopaedic Surgery,207X00000X,0,,1548449325,NPI-2,2007-10-30,2008-07-07,CYNTHIA LIVINGSTON,Practice Manager,Orthopaedic Surgery,United States
JOHN DORY CURTIS JR MD PC,(205) 481-7790,,995 9TH AVE SW,,BESSEMER,AL,350224527,Orthopaedic Surgery,207X00000X,0,,1811168487,NPI-2,2008-03-21,2008-03-21,JOHN CURTIS,President,Orthopaedic Surgery,United States
"MEDICAL WEST HOSPITAL AUTHORITY, AN AFFILIATE OF UAB HEALTH SYSTEM",(205) 481-7862,,5000 MEDICAL WEST WAY,CLINIC SERVICES,BESSEMER,AL,350227082,"Clinic/Center, Multi-Specialty",261QM1300X,0,,1952483729,NPI-2,2006-10-20,2025-09-05,BRANDON SLOCUM,CFO,"Internal Medicine; Surgery; Orthopaedic Surgery; Family Medicine; Internal Medicine, Pulmonary Disease; Nurse Practitioner; Obstetrics & Gynecology; Internal Medicine, Gastroenterology; Internal Medicine, Infectious Disease; Clinic/Center, Multi-Specialty",United States
"ORTHOPAEDIC SPECIALISTS OF ALABAMA, PC",(205) 424-1160,205-424-9245,975 9TH AVE. SW,STE. 300,BESSEMER,AL,350227837,Orthopaedic Surgery,207X00000X,0,,1720398944,NPI-2,2010-10-21,2010-12-10,JENNIFER FREED,Credentialing,Orthopaedic Surgery,United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 424-1160,,975 9TH AVE SW,SUITE 300,BESSEMER,AL,350227837,Orthopaedic Surgery,207X00000X,2,"RYAN CORDRY, D.O.; JOHN CURTIS, MD",1194013045,NPI-2,2011-07-13,2012-01-13,SHANE BUGGAY,President,Orthopaedic Surgery,United States
AFFINITY ORTHOPEDIC SERVICES LLC,(205) 397-5200,205-397-5220,720 MONTCLAIR RD,,BIRMINGHAM,AL,352131964,Orthopaedic Surgery,207X00000X,1,"STEPHEN COWLEY, MD",1447588850,NPI-2,2009-11-23,2009-11-23,DEBBIE BREWER,DIRECTOR / AUTHORIZED OFFICIAL,"Internal Medicine, Sports Medicine; Orthopaedic Surgery",United States
ALABAMA ORTHOPEDIC SPINE & SPORTS MEDICINE ASSOCIATES P C,(205) 838-3900,205-838-3906,1801 GADSDEN HIGHWAY,,BIRMINGHAM,AL,35235,Orthopaedic Surgery,207X00000X,0,,1659344984,NPI-2,2006-02-08,2016-02-19,ORLEAN BRUCE,Administrator,Orthopaedic Surgery,United States
"ALABAMA SPINE & JOINT CENTER, P.C.",(205) 824-8201,,513 BROOKWOOD BLVD,SUITE 350,BIRMINGHAM,AL,352096862,Orthopaedic Surgery,207X00000X,1,"JOHN CUCKLER, MD",1730304338,NPI-2,2007-04-17,2008-04-20,JOHN CUCKLER,Physician,Orthopaedic Surgery,United States
BIRMINGHAM BONE & JOINT CLINIC PC,(205) 786-0315,205-788-2663,924 FULTON AVE SW,,BIRMINGHAM,AL,352111229,Orthopaedic Surgery,207X00000X,0,,1356395537,NPI-2,2006-05-20,2011-01-27,JOHN WEAVER,Authorized Official,Orthopaedic Surgery,United States
"BROOKWOOD SPORTS AND ORTHOPEDICS, L.L.C.",(205) 877-2663,205-874-9622,13521 OLD HIGHWAY 280,STE. 201B,BIRMINGHAM,AL,352421405,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1144655309,NPI-2,2013-09-06,2016-05-26,WESLEY JAMES,"Regional CFO, Tenet","Emergency Medicine, Sports Medicine; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery, Sports Medicine",United States
"BW PHYSICIAN PRACTICES, LLC",(205) 802-6595,205-802-6598,513 BROOKWOOD BLVD STE 260,,BIRMINGHAM,AL,352097844,Internal Medicine,207R00000X,0,,1457724346,NPI-2,2015-11-02,2025-10-09,MICHELE NAPIER,SVP & Revenue CRO,"Obstetrics & Gynecology, Maternal & Fetal Medicine; Family Medicine; Psychiatry & Neurology, Vascular Neurology; Otolaryngology; Obstetrics & Gynecology; Family Medicine, Sports Medicine; Internal Medicine",United States
"BW SPORTS PRACTICE, LLC",(205) 877-2663,205-874-9622,13521 OLD HIGHWAY 280,STE. 201B,BIRMINGHAM,AL,352421405,"Emergency Medicine, Sports Medicine",207PS0010X,0,,1720452428,NPI-2,2015-11-18,2016-05-26,WESLEY JAMES,"Regional CFO, Tenet","Orthopaedic Surgery, Sports Medicine; Durable Medical Equipment & Medical Supplies; Emergency Medicine, Sports Medicine",United States
CAHABA ORTHOPEDICS LLC,(205) 592-5000,,720 MONTCLAIR RD,SUITE 200,BIRMINGHAM,AL,352131964,Orthopaedic Surgery,207X00000X,1,"STEPHEN COWLEY, MD",1043621014,NPI-2,2014-05-13,2014-05-13,JAMES WRIGHT,Sr. Director,Orthopaedic Surgery,United States
CHILTON COUNTY ORTHOPAEDICS LLC,(205) 259-3991,,2700 10TH AVE S,SUITE 200,BIRMINGHAM,AL,352051200,Orthopaedic Surgery,207X00000X,2,"DAVID ADKISON, MD; DAVID ADKISON, MD",1972858140,NPI-2,2012-07-13,2012-07-14,JAMES WORTHEN,Physician,Orthopaedic Surgery,United States
"DEWEY H. JONES, III, M.D., LLC",(205) 870-1498,205-871-2851,3105 INDEPENDENCE DR,SUITE 105,BIRMINGHAM,AL,352094111,Orthopaedic Surgery,207X00000X,0,,1225138225,NPI-2,2006-09-22,2020-08-22,DEWEY JONES,OWNER/PHYSICIAN,Orthopaedic Surgery,United States
"DEWEY H. JONES, IV, M.D.,LLC",(205) 870-1498,205-871-2851,3686 GRANDVIEW PKWY STE 430,,BIRMINGHAM,AL,352433404,Orthopaedic Surgery,207X00000X,3,NELSON AGEE; MALLORI DAVIS; NELSON AGEE,1508966599,NPI-2,2006-09-22,2024-07-10,KRISTIN MCCARRON,Mgt Company-DocRx,Orthopaedic Surgery,United States
ELITE ORTHOPEDICS & SPINE LLC,(888) 315-2615,,2660 10TH AVE S STE 107,,BIRMINGHAM,AL,352051622,Orthopaedic Surgery,207X00000X,0,,1477276657,NPI-2,2022-09-22,2022-11-02,CHERYL PINNEO,Credentialing,Orthopaedic Surgery,United States
GEOFFREY CONNOR MD PC,(205) 803-3700,205-803-3707,1651 INDEPENDENCE CT,SUITE 211,BIRMINGHAM,AL,352094153,Orthopaedic Surgery,207X00000X,0,,1700189412,NPI-2,2010-12-20,2012-10-25,GEOFFREY CONNOR,Physician,Orthopaedic Surgery,United States
GOODMAN MALLEMPATI & ASSOCIATES LLC,(205) 971-1000,,3690 GRANDVIEW PKWY,,BIRMINGHAM,AL,352433326,Orthopaedic Surgery,207X00000X,0,,1619671641,NPI-2,2023-03-27,2023-03-27,SRINIVAS MALLEMPATI,PRESIDENT,Orthopaedic Surgery,United States
"JASON D. COBB, MD, LLC",(205) 838-4747,,52 MEDICAL PARK DR E STE 220,,BIRMINGHAM,AL,352353428,Orthopaedic Surgery,207X00000X,0,,1639576887,NPI-2,2014-12-02,2014-12-02,MATTHEW COLEMAN,Manager,Orthopaedic Surgery,United States
"JEFFERSON CLINIC, P.C.",(205) 279-2860,205-251-7698,1526 5TH AVE S,,BIRMINGHAM,AL,352331615,Internal Medicine,207R00000X,0,,1124086509,NPI-2,2006-05-03,2013-01-23,DANIELLE BROWN,Business Administrator,"Family Medicine; Internal Medicine, Critical Care Medicine; Internal Medicine, Hematology & Oncology; Internal Medicine, Pulmonary Disease; Obstetrics & Gynecology; Ophthalmology; Orthopaedic Surgery; Otolaryngology; Pathology, Anatomic Pathology & Clinical Pathology; Psychiatry & Neurology, Psychiatry; Surgery; Radiology, Diagnostic Radiology; Urology; Internal Medicine",United States
MEDVARO LLC,(205) 837-3339,,1715 11TH AVE S STE B,,BIRMINGHAM,AL,352054704,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1932830304,NPI-2,2022-06-17,2022-06-17,SCOTT GARCIA,COO,"Physical Medicine & Rehabilitation, Sports Medicine",United States
"ORTHOEAST, PC",(205) 838-4747,205-838-4510,52 MEDICAL PARK DR E,SUITE 220,BIRMINGHAM,AL,352353430,Orthopaedic Surgery,207X00000X,0,,1245530955,NPI-2,2010-10-27,2015-07-01,DONALD SLAPPEY,Physicians,Orthopaedic Surgery,United States
ORTHOPAEDIC SPECIALISTS OF ALABAMA PC,(205) 838-3090,205-838-6783,48 MEDICAL PARK EAST DR,STE 255,BIRMINGHAM,AL,35235,Orthopaedic Surgery,207X00000X,1,"TIMOTHY COOL, MD",1831133586,NPI-2,2006-06-15,2010-11-03,KENNETH SORRELL,CEO,Orthopaedic Surgery,United States
"ORTHOPAEDIC SPECIALISTS OF ALABAMA, PC",(205) 781-1950,205-787-0057,801 PRINCETON DR.,STE. 710,BIRMINGHAM,AL,352111309,Orthopaedic Surgery,207X00000X,0,,1336459528,NPI-2,2010-10-21,2010-12-10,JENNIFER FREED,Credentialing,Orthopaedic Surgery,United States
"ORTHOPAEDIC SPECIALISTS OF ALABAMA, PC",(205) 939-0047,205-939-0418,833 ST. VINCENT'S DR.,STE. 403,BIRMINGHAM,AL,352051614,Orthopaedic Surgery,207X00000X,0,,1285944405,NPI-2,2010-10-21,2010-12-10,JENNIFER FREED,Credentialing,Orthopaedic Surgery,United States
"ORTHOPAEDIC SPECIALISTS OF ALABAMA, PC",(205) 591-2516,205-591-2522,720 MONTCLAIR RD.,STE. 200,BIRMINGHAM,AL,352131964,Orthopaedic Surgery,207X00000X,0,,1013227222,NPI-2,2010-10-21,2010-12-10,JENNIFER FREED,Credentialing,Orthopaedic Surgery,United States
"ORTHOPEDIC GROUP OF BIRMINGHAM,P.C.",(205) 939-0610,205-930-9134,1400 SOUTH 19TH STREET,,BIRMINGHAM,AL,35205,Orthopaedic Surgery,207X00000X,1,"MARK ELKUS, M.D.",1639237936,NPI-2,2006-12-05,2008-04-07,MARK ELKUS,PHYSICIAN,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery",United States
ORTHOPEDIC SURGEONS,(205) 939-1600,205-939-0622,2151 HIGHLAND AVE S,STE.300,BIRMINGHAM,AL,352054079,Orthopaedic Surgery,207X00000X,0,,1245338938,NPI-2,2006-09-20,2020-08-22,DANIEL MICHAEL,owner,Orthopaedic Surgery,United States
ORTHOPEDICS FOR KIDS PC,(205) 933-8588,205-933-7203,2660 10TH AVE S,SUITE 107,BIRMINGHAM,AL,352051605,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",207XP3100X,0,,1992962104,NPI-2,2008-05-16,2010-10-11,SHARON MAYBERRY,Partner,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",United States
"ORTHOSPORTS 1ST, PC",(205) 946-5741,205-946-5742,5006 PINNACLE SQ STE 106,,BIRMINGHAM,AL,352353166,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1124886270,NPI-2,2024-03-12,2024-03-12,MARK COVIN,Controller,"Orthopaedic Surgery, Sports Medicine",United States
ORTHOSPORTS ASSOCIATES,(205) 939-3090,,5850 VALLEY RD,,BIRMINGHAM,AL,352358682,Orthopaedic Surgery,207X00000X,0,,1063155901,NPI-2,2022-04-19,2022-04-19,LORI SILLS,OM,Orthopaedic Surgery,United States
ORTHOSPORTS ASSOCIATES,(205) 781-1950,,801 PRINCETON AVE SW,"POB 1, SUITE 710",BIRMINGHAM,AL,352111310,Orthopaedic Surgery,207X00000X,1,"JOHN FEATHERINGILL, MD",1821941220,NPI-2,2026-02-17,2026-02-17,DAVID BUGGAY,President,Orthopaedic Surgery,United States
ORTHOSPORTS ASSOCIATES LLC,(205) 838-3090,205-838-3043,5850 VALLEY RD STE 110,,BIRMINGHAM,AL,352358683,Orthopaedic Surgery,207X00000X,1,MICHAEL CLARK,1700519600,NPI-2,2022-07-07,2022-09-27,LORI SILLS,om,Orthopaedic Surgery,United States
ORTHOSPORTS ASSOCIATES LLC,(205) 939-0447,205-939-0418,833 SAINT VINCENTS DR,"BLDG. 3, SUITE 403",BIRMINGHAM,AL,352051606,"Orthopaedic Surgery, Sports Medicine",207XX0005X,1,"FRANCISCO CAYCEDO, md",1114226438,NPI-2,2011-03-25,2012-08-01,SHANE BUGGAY,President,"Orthopaedic Surgery, Sports Medicine",United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 838-3090,,52 MEDICAL PLAZA DRIVE,SUITE 220,BIRMINGHAM,AL,35235,Orthopaedic Surgery,207X00000X,0,,1659972743,NPI-2,2020-11-04,2020-11-04,LORI SILLS,office manager,Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery,United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 838-4747,,52 MEDICAL PARK DR E,STE 220,BIRMINGHAM,AL,352353430,Orthopaedic Surgery,207X00000X,0,,1053917344,NPI-2,2020-12-10,2021-04-16,LORI SILLS,office manager,Orthopaedic Surgery,United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 781-1950,,801 PRINCETON AVE SW,POB I; SUITE 710,BIRMINGHAM,AL,352111310,Orthopaedic Surgery,207X00000X,1,"JOHN FEATHERINGILL, MD",1639467582,NPI-2,2011-07-13,2012-11-26,DAVID BUGGAY,President,Orthopaedic Surgery,United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 838-3090,,7191 CAHABA VALLEY RD STE 200B,,BIRMINGHAM,AL,352426443,Orthopaedic Surgery,207X00000X,0,,1710520192,NPI-2,2019-10-18,2019-10-18,LORI SILLS,office manager,Orthopaedic Surgery,United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 939-0447,,7191 CAHABA VALLEY RD,SUITE 100B,BIRMINGHAM,AL,352426402,Orthopaedic Surgery,207X00000X,0,,1265803290,NPI-2,2015-10-16,2019-12-27,DAVID BUGGAY,President,Orthopaedic Surgery,United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 939-0447,,833 SAINT VINCENTS DR,SUITE 403,BIRMINGHAM,AL,352051606,Orthopaedic Surgery,207X00000X,1,"FRANCISCO CAYCEDO, md",1114215068,NPI-2,2011-07-13,2011-07-13,VICTORIA MASEAR,President,Orthopaedic Surgery,United States
"PRINCETON ORTHOPAEDICS, P.C.",(205) 783-7830,205-783-7832,817 PRINCETON AVE SW,"POB II, SUITE 108",BIRMINGHAM,AL,352111333,Orthopaedic Surgery,207X00000X,0,,1750480323,NPI-2,2006-09-21,2020-08-22,THEODIS BUGGS,President,Orthopaedic Surgery,United States
"R. REX HARRIS, MD LLC",(205) 933-5960,205-933-2234,2660 10TH AVE S,SUITE 640,BIRMINGHAM,AL,352051605,Orthopaedic Surgery,207X00000X,0,,1871642983,NPI-2,2007-01-09,2020-08-22,R. HARRIS,Owner,Orthopaedic Surgery,United States
ROBERT G SORRELL MD PC,(205) 259-3991,205-683-2468,3525 INDEPENDENCE DR,,BIRMINGHAM,AL,352095709,Orthopaedic Surgery,207X00000X,0,,1477935104,NPI-2,2015-06-18,2015-06-18,ROBERT SORRELL,Physician,Orthopaedic Surgery,United States
"SOUTHERN ORTHOPAEDIC SPECIALISTS, P.C.",(205) 397-2663,205-278-0049,516 BROOKWOOD BLVD,FLOOR 2,BIRMINGHAM,AL,352096802,Orthopaedic Surgery,207X00000X,2,"GREGG CARR, M.D.; GABRIELLE COADY, PA-C",1568516151,NPI-2,2007-01-22,2013-01-22,GREGG CARR,President,Orthopaedic Surgery,United States
SOUTHLAKE ORTHOPAEDICS SPORTS MEDICINE & SPINE CENTER PC,(205) 985-4111,205-985-4326,4517 SOUTHLAKE PKWY,,BIRMINGHAM,AL,352443280,Orthopaedic Surgery,207X00000X,3,"MICHAEL BLUM, M.D.; EKKEHARD BONATZ, M.D.; GEORGE BOOKER, MD",1043268402,NPI-2,2006-05-05,2022-02-10,MICHAEL BLUM,President,"Physical Medicine & Rehabilitation; Orthopaedic Surgery, Foot and Ankle Surgery; Specialist; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Physical Medicine & Rehabilitation, Sports Medicine; Pedorthist; Prosthetist; Orthotic Fitter; Physical Therapist; Occupational Therapist; Radiologic Technologist, Magnetic Resonance Imaging; Physician Assistant; Orthopaedic Surgery",United States
"SPORTS MEDICINE & ORTHOPEDIC SPECIALISTS, P.C.",(205) 595-6757,205-595-0472,880 MONTCLAIR RD,SUITE 577,BIRMINGHAM,AL,352131972,Orthopaedic Surgery,207X00000X,0,,1033260880,NPI-2,2007-01-16,2011-02-17,MANDY PHILLIPS,Business Manager,Orthopaedic Surgery,United States
"STV SPORTS MEDICINE AND ORTHOPEDICS, LLC",(205) 939-3699,,805 SAINT VINCENTS DR,SUITE 100,BIRMINGHAM,AL,352051636,Orthopaedic Surgery,207X00000X,7,"EDWARD CAIN, MD; ANDREW CORDOVER, MD; JEFFREY DAVIS, M. D.; JEFFREY DUGAS, MD; BENTON EMBLOM, MD; JAMES FLANAGAN, M.D.; SAMUEL GOLDSTEIN, M.D.",1578921581,NPI-2,2016-02-04,2017-09-06,BRANDON WILLIAMS,CFO,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
"ZENKO J HRYNKIW, MD, PC",(205) 591-3566,205-591-3567,720 MONTCLAIR RD,SUITE 201,BIRMINGHAM,AL,352131964,Neurological Surgery,207T00000X,1,"STEPHEN COWLEY, MD",1477661056,NPI-2,2006-08-25,2009-04-28,KIMBERLEY BRADLEY,Billing Manager,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Neurological Surgery",United States
"BAYSIDE ORTHOPEDIC & REHABILITATION CENTER, P.C.",(251) 928-2401,251-928-5099,1121 BELLEVILLE AVE STE A,,BREWTON,AL,364261502,Orthopaedic Surgery,207X00000X,0,,1215419122,NPI-2,2018-09-06,2019-04-19,RACHEL ELLIS,Credentialing,Physical Medicine & Rehabilitation; Orthopaedic Surgery,United States
BERRYHILL ORTHOPAEDICS PA,(850) 626-1461,850-626-3161,1121 BELLEVILLE AVE,,BREWTON,AL,364261500,Orthopaedic Surgery,207X00000X,0,,1023446507,NPI-2,2013-10-22,2013-10-22,PETER SZYMONIAK,OWNER,Orthopaedic Surgery,United States
IMC -GULF ORTHOPAEDICS LLC,(251) 435-2663,,1121 BELLEVILLE AVE STE A,,BREWTON,AL,364261502,Orthopaedic Surgery,207X00000X,0,,1346949542,NPI-2,2023-02-27,2023-02-27,ANTHONY PALAZZO,Vice President of Finance,Orthopaedic Surgery,United States
SANTA ROSA HMA PHYSICIAN MANAGEMENT LLC,(251) 809-3230,850-626-5474,1121 BELLEVILLE AVE,,BREWTON,AL,364261500,Orthopaedic Surgery,207X00000X,0,,1821665621,NPI-2,2021-06-09,2022-03-16,JENNIFER JACKSON,Sr Dir Prov Enrollment & Onboarding,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery",United States
KRICHEV FAMILY MEDICINE PC,(256) 533-3003,256-533-3013,5540 HIGHWAY 431 S,,BROWNSBORO,AL,357419771,"Family Medicine, Sports Medicine",207QS0010X,0,,1740305952,NPI-2,2007-03-20,2010-12-15,JONATHAN KRICHEV,President,"Durable Medical Equipment & Medical Supplies; Family Medicine, Sports Medicine",United States
"UNIVERSITY ORTHOPAEDIC CLINIC, PC",(205) 345-0192,205-247-2194,241 ROBERT K WILSON DRIVE,,CARROLTON,AL,354470478,Orthopaedic Surgery,207X00000X,0,,1467755405,NPI-2,2010-12-14,2010-12-14,DONNA WOOD,Chief Executive Officer,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Physician Assistant, Surgical; Orthopaedic Surgery",United States
"ALABAMA ORTHOPAEDIC CLINIC, PC",(251) 847-2223,,HWY 56 ST STEPHENS AVE,,CHATOM,AL,365181299,Orthopaedic Surgery,207X00000X,0,,1508931866,NPI-2,2006-11-22,2019-04-23,RUSSELL HUDGENS,President,Orthopaedic Surgery,United States
LEMAK SPORTS MEDICINE LLC,(205) 453-7550,,104 CHELSEA POINT DR,,CHELSEA,AL,350434100,Orthopaedic Surgery,207X00000X,0,,1588101687,NPI-2,2017-01-26,2017-01-26,MATTHEW LEMAK,CEO,"Radiology, Diagnostic Radiology; Orthopaedic Surgery",United States
ORTHOFAST,(205) 453-7550,205-719-8889,104 CHELSEA POINT DR,,CHELSEA,AL,350434100,"Clinic/Center, Urgent Care",261QU0200X,0,,1346755881,NPI-2,2017-12-06,2019-08-21,MATTHEW LEMAK,CEO,"Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Clinic/Center, Urgent Care",United States
ORTHOSPORTS ASSOCIATES LLC,(205) 838-3090,,16233 HIGHWAY 280,SUITE G,CHELSEA,AL,350438355,Orthopaedic Surgery,207X00000X,0,,1851665095,NPI-2,2012-03-06,2012-04-13,SHANE BUGGAY,President,Orthopaedic Surgery,United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 838-3090,,34011 US HIGHWAY 280,,CHILDERSBURG,AL,350442128,Orthopaedic Surgery,207X00000X,0,,1235788373,NPI-2,2019-09-11,2019-09-11,LORI SILLS,office manager,Orthopaedic Surgery,United States
SCOTT APPELL MD PC,(256) 378-3313,256-378-3315,34401 HWY 280,,CHILDERSBURG,AL,35044,Orthopaedic Surgery,207X00000X,0,,1073649737,NPI-2,2007-02-26,2007-08-06,MIKE BICE,ADMINISTRATOR,Orthopaedic Surgery,United States
"ORTHOSPORTS ASSOCIATES, LLC",(205) 939-0447,205-939-0418,2030 LAY DAM RD,,CLANTON,AL,350458344,Orthopaedic Surgery,207X00000X,0,,1437678463,NPI-2,2017-09-11,2017-09-11,DAVID BUGGAY,President,Orthopaedic Surgery,United States
"ALABAMA ORTHOPEDIC INSTITUTE, INC.",(256) 734-4700,,1908 CHEROKEE AVE SW,,CULLMAN,AL,350555502,Orthopaedic Surgery,207X00000X,1,"STEVEN FULLER, D.O.",1073620886,NPI-2,2006-08-25,2019-12-31,STEVEN FULLER,President/owner,Orthopaedic Surgery,United States
"CULLMAN REGIONAL ORTHOPEDICS & SPORTS MEDICINE, PC",(256) 737-5115,,1942 AL HIGHWAY 157,,CULLMAN,AL,350580609,Orthopaedic Surgery,207X00000X,2,"DAVID DUELAND, MD; BEN GOMEZ, MD",1528006996,NPI-2,2006-06-04,2008-03-04,DAVID DUELAND,owner/physician,Orthopaedic Surgery,United States
CULLMAN SPINE INSTITUTE INC,(256) 734-7707,256-734-7796,1300 BRIDGE CREEK DR NE,SUITE B,CULLMAN,AL,350551300,Orthopaedic Surgery,207X00000X,0,,1548377302,NPI-2,2006-08-25,2016-04-15,JULIE JENNINGS,Office Manager,Orthopaedic Surgery,United States
MOUNTAIN LAKE ORTHOPEDICS,(256) 736-5505,256-736-5551,1912 CHEROKEE AVE SW,SUITE 3200,CULLMAN,AL,350555595,Orthopaedic Surgery,207X00000X,0,,1366522856,NPI-2,2006-10-17,2020-08-22,JOHN SONGER,President,Orthopaedic Surgery,United States
ORTHOPEDIC & SPORTSMEDICINE SPECIALISTS OF CULLMAN PC,(256) 739-4030,256-739-5743,1938 AL HIGHWAY 157,SUITE 101,CULLMAN,AL,350580609,Orthopaedic Surgery,207X00000X,2,"VINCENT BERGQUIST, MD; ERIC GOODRICH, DO",1891718151,NPI-2,2006-07-26,2015-04-24,VINCENT BERGQUIST,President,"Orthopaedic Surgery; Podiatrist; Podiatrist; Internal Medicine, Sports Medicine; Orthopaedic Surgery",United States
"SPORTSMED ORTHOPAEDIC SPECIALISTS, P.C.",(256) 881-5151,256-880-3939,1701 MAIN AVE SW,SUITE G,CULLMAN,AL,350555299,Orthopaedic Surgery,207X00000X,0,,1124460480,NPI-2,2013-07-26,2013-07-26,ERIC JANSSEN,President,Orthopaedic Surgery,United States
"ALABAMA ORTHOPAEDIC CLINIC, PC",(251) 621-2501,251-621-2502,7101 US HIGHWAY 98 STE 203,,DAPHNE,AL,365269512,Orthopaedic Surgery,207X00000X,0,,1417022237,NPI-2,2006-11-21,2020-06-01,ROBERT BROWN,CEO,"Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
ALABAMA ORTHOPAEDIC SPORTS MEDICINE LLC,(251) 491-2676,251-491-2685,6401 JORDAN RD,SUITE A,DAPHNE,AL,365264728,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1174960926,NPI-2,2013-06-03,2025-10-08,DANIEL MATTHEWS,Sole Member,"Orthopaedic Surgery, Sports Medicine",United States
